"","NC1","NC2","NC3","SF1","SF2","SF3","SN1","SN2","SN3","10","11","12","13"
"Group","NC","NC","NC","SF","SF","SF","SN","SN","SN","AOV p-value","AOV F-value","KWT p-value","KWT Chi-squared"
"X3442.735086","47.562415","68.236145","62.582929","98.119807","92.738922","91.537345","34.903982","30.670915","77.347837","0.0302504338774289","6.6281767004366","0.0608100626252179","5.6"
"X3444.171354","47.248299","67.929935","62.285776","98.125434","92.751181","91.569956","35.054785","30.855109","77.415719","0.0299916208592165","6.65579289918784","0.0608100626252179","5.6"
"X3445.607622","46.94728","67.643323","62.001436","98.134602","92.763128","91.591562","35.213549","31.046757","77.481306","0.0297373518394108","6.68323542810335","0.0608100626252179","5.6"
"X3447.043891","46.658749","67.366828","61.731325","98.144984","92.77324","91.607799","35.365828","31.234909","77.541537","0.0294798562343313","6.71134689463722","0.0608100626252179","5.6"
"X3448.480159","46.403617","67.105416","61.495882","98.154207","92.789697","91.622188","35.508843","31.418966","77.603161","0.0292332043963974","6.73858323153747","0.0608100626252179","5.6"
"X3449.916427","46.176179","66.868342","61.300767","98.16345","92.81185","91.635522","35.661235","31.615221","77.671267","0.0290117413134404","6.76330048806113","0.0608100626252179","5.6"
"X3451.352695","45.963108","66.660961","61.130286","98.171294","92.834288","91.650959","35.807476","31.803491","77.738048","0.0288203434288539","6.78486573638359","0.0608100626252179","5.6"
"X3452.788964","45.786179","66.494662","60.996337","98.177982","92.856985","91.670174","35.957081","31.993329","77.807301","0.0286640014855106","6.80262334107794","0.0608100626252179","5.6"
"X3454.225232","45.64078","66.359274","60.886416","98.184525","92.874867","91.68835","36.111167","32.186852","77.878704","0.0285371000121803","6.81713226636468","0.0608100626252179","5.6"
"X3455.6615","45.532681","66.254027","60.803475","98.192259","92.892213","91.703285","36.272794","32.384393","77.948796","0.0284238531806048","6.83015285485673","0.0608100626252179","5.6"
"X3457.097769","45.46586","66.193006","60.769331","98.201654","92.914973","91.721147","36.440795","32.587811","78.018122","0.0283366970321174","6.84022085221798","0.0608100626252179","5.6"
"X3458.534037","45.434873","66.174084","60.766455","98.206818","92.938086","91.745423","36.609922","32.7899","78.087451","0.02828182498252","6.84658069945144","0.0608100626252179","5.6"
"X3459.970305","45.453918","66.193716","60.78705","98.207833","92.963355","91.770363","36.784767","32.988674","78.158119","0.0282513504655413","6.85011990443388","0.0608100626252179","5.6"
"X3461.406573","45.521603","66.257521","60.84001","98.211226","92.988344","91.791461","36.97143","33.193862","78.229529","0.0282507009256179","6.85019539515192","0.0608100626252179","5.6"
"X3462.842842","45.629012","66.364132","60.920812","98.216129","93.006761","91.809841","37.15275","33.390039","78.297333","0.0282921423953366","6.84538362279527","0.0608100626252179","5.6"
"X3464.27911","45.79087","66.505564","61.046696","98.221997","93.025832","91.828473","37.35209","33.599802","78.367645","0.0283522437215744","6.83842192547289","0.0608100626252179","5.6"
"X3465.715378","45.986121","66.662922","61.218898","98.229527","93.046573","91.84654","37.563807","33.819785","78.439559","0.0284268602209543","6.82980622601815","0.0608100626252179","5.6"
"X3467.151647","46.215919","66.84003","61.42836","98.235678","93.071712","91.864843","37.784627","34.04556","78.515504","0.0285234241288831","6.81870099461557","0.0608100626252179","5.6"
"X3468.587915","46.490998","67.047085","61.670202","98.24065","93.106282","91.890151","38.02902","34.292816","78.599884","0.028626360537565","6.80691796581594","0.0608100626252179","5.6"
"X3470.024183","46.794873","67.280606","61.936398","98.246175","93.135614","91.92471","38.287892","34.549553","78.68565","0.0287405265083764","6.79391539638547","0.0608100626252179","5.6"
"X3471.460451","47.128509","67.545391","62.232322","98.253669","93.157522","91.959749","38.543111","34.79317","78.768761","0.0288957504735313","6.77634671469453","0.0608100626252179","5.6"
"X3472.89672","47.495605","67.838511","62.551717","98.262834","93.188374","91.990585","38.804227","35.040097","78.853558","0.0290688079890099","6.75690733407728","0.0608100626252179","5.6"
"X3474.332988","47.880282","68.145829","62.873703","98.2687","93.227632","92.021311","39.069414","35.291535","78.935694","0.0292277911339847","6.73918442022646","0.0608100626252179","5.6"
"X3475.769256","48.281449","68.469994","63.206194","98.27213","93.268504","92.049777","39.359459","35.567326","79.015751","0.02937034236737","6.72340223041348","0.0608100626252179","5.6"
"X3477.205525","48.683442","68.807292","63.551471","98.276785","93.308592","92.071019","39.655568","35.851189","79.095057","0.0295331778326198","6.70549882217798","0.0608100626252179","5.6"
"X3478.641793","49.096093","69.16171","63.908115","98.280039","93.35121","92.091435","39.942539","36.125054","79.177901","0.0297351252155033","6.68347712189363","0.0608100626252179","5.6"
"X3480.078061","49.525501","69.533861","64.267054","98.281678","93.398759","92.114203","40.229016","36.396982","79.264156","0.0299513690053172","6.66011645877362","0.0608100626252179","5.6"
"X3481.514329","49.954161","69.906017","64.617416","98.285162","93.438993","92.134827","40.513571","36.664493","79.348906","0.0301721914604259","6.63649210100189","0.0608100626252179","5.6"
"X3482.950598","50.381031","70.269665","64.968303","98.291938","93.468458","92.155327","40.798845","36.931725","79.432465","0.0303921122294675","6.61319222707912","0.0608100626252179","5.6"
"X3484.386866","50.802354","70.620273","65.317504","98.30085","93.495857","92.178957","41.098142","37.222111","79.517448","0.0305808604895311","6.59337352162953","0.0608100626252179","5.6"
"X3485.823134","51.211962","70.953445","65.661958","98.308881","93.520536","92.206218","41.390906","37.508377","79.604177","0.0307663245470686","6.57405788812213","0.0608100626252179","5.6"
"X3487.259403","51.62506","71.278353","66.011573","98.316974","93.545656","92.24047","41.698013","37.80113","79.698433","0.0309489481113208","6.55518919108595","0.0608100626252179","5.6"
"X3488.695671","52.029586","71.593334","66.344729","98.327312","93.573761","92.280389","42.015073","38.103431","79.794128","0.0310986494230813","6.53983240680418","0.0608100626252179","5.6"
"X3490.131939","52.434338","71.90173","66.669034","98.340768","93.602479","92.318851","42.325662","38.39904","79.889584","0.0312403186206786","6.52539008183024","0.0608100626252179","5.6"
"X3491.568207","52.840233","72.198639","67.003109","98.359916","93.638281","92.350376","42.634855","38.692834","79.987975","0.0313822509540626","6.51100823535367","0.0608100626252179","5.6"
"X3493.004476","53.233647","72.477085","67.331504","98.37883","93.680278","92.382363","42.942625","38.988953","80.086184","0.0314992685188719","6.49921604557076","0.0608100626252179","5.6"
"X3494.440744","53.632823","72.763154","67.653183","98.388125","93.718348","92.423186","43.249006","39.28354","80.181805","0.0316082901386136","6.48828206938855","0.0608100626252179","5.6"
"X3495.877012","54.032153","73.063301","67.956813","98.392064","93.754381","92.45782","43.568436","39.595282","80.272346","0.0317019562546116","6.47892820661863","0.0608100626252179","5.6"
"X3497.313281","54.416519","73.360852","68.235014","98.396088","93.796535","92.478154","43.880759","39.904922","80.356229","0.0317810799264444","6.47105527418127","0.0608100626252179","5.6"
"X3498.749549","54.807662","73.662485","68.527074","98.399027","93.846728","92.50013","44.198153","40.217646","80.442228","0.031859201610391","6.4633076394025","0.0608100626252179","5.6"
"X3500.185817","55.196288","73.962069","68.832574","98.400553","93.891178","92.527063","44.518089","40.533198","80.529249","0.0319470016909729","6.45463033570998","0.0608100626252179","5.6"
"X3501.622085","55.587643","74.256632","69.128163","98.401055","93.921611","92.553026","44.845391","40.85533","80.619611","0.0320450293334267","6.44497973038414","0.0608100626252179","5.6"
"X3503.058354","55.975669","74.550175","69.414148","98.401858","93.950586","92.581437","45.19538","41.199697","80.714226","0.0321284112603548","6.43680189176188","0.0608100626252179","5.6"
"X3504.494622","56.346723","74.839459","69.696557","98.402972","93.98197","92.613057","45.550876","41.55396","80.80681","0.0321946439145328","6.43032614028392","0.0608100626252179","5.6"
"X3505.93089","56.731289","75.130696","69.994377","98.404031","94.01185","92.647879","45.900374","41.901371","80.901121","0.0322710859741151","6.42287423227481","0.0608100626252179","5.6"
"X3507.367159","57.122151","75.419537","70.307465","98.4082","94.04336","92.685739","46.263974","42.261946","80.999475","0.0323394248751301","6.41623215378343","0.0608100626252179","5.6"
"X3508.803427","57.500451","75.701382","70.625705","98.41644","94.074146","92.722467","46.619567","42.618098","81.097313","0.0324170140404431","6.40871366100965","0.0608100626252179","5.6"
"X3510.239695","57.897474","75.984421","70.958114","98.427239","94.10299","92.757396","46.977701","42.978995","81.201114","0.0325085349407366","6.39987594819976","0.0608100626252179","5.6"
"X3511.675964","58.286361","76.25085","71.289779","98.44107","94.130379","92.792233","47.340292","43.34603","81.305817","0.0325833687554725","6.39267423958953","0.0608100626252179","5.6"
"X3513.112232","58.670619","76.515703","71.632699","98.457027","94.15086","92.835066","47.697526","43.703657","81.413576","0.0326843141456651","6.38299452027474","0.0608100626252179","5.6"
"X3514.5485","59.083215","76.810902","71.985275","98.470496","94.167057","92.884191","48.053817","44.056914","81.525537","0.0328198906494597","6.37005654001683","0.0608100626252179","5.6"
"X3515.984768","59.490839","77.112916","72.295581","98.476964","94.189504","92.92137","48.406737","44.413713","81.625295","0.0329060958513321","6.36186703404819","0.0608100626252179","5.6"
"X3517.421037","59.888056","77.413483","72.588234","98.479259","94.220813","92.951839","48.754196","44.768309","81.721872","0.0329809191082572","6.35478196995174","0.0608100626252179","5.6"
"X3518.857305","60.292033","77.727302","72.895358","98.482262","94.254206","92.988655","49.111678","45.131301","81.826029","0.0330820759800334","6.34523735893782","0.0608100626252179","5.6"
"X3520.293573","60.702912","78.047608","73.184452","98.483094","94.28527","93.02368","49.467284","45.489921","81.921568","0.0331478969890086","6.33904772001428","0.0608100626252179","5.6"
"X3521.729842","61.134441","78.371823","73.455534","98.479811","94.321339","93.05536","49.845937","45.865393","82.015725","0.0331593564434599","6.33797177711197","0.0608100626252179","5.6"
"X3523.16611","61.556517","78.685606","73.720232","98.476751","94.362006","93.085488","50.242625","46.25586","82.112146","0.0331501300372045","6.33883801734823","0.0608100626252179","5.6"
"X3524.602378","61.98041","78.990208","73.99736","98.477219","94.401003","93.110365","50.637239","46.645096","82.20367","0.0331210114472555","6.34157398595706","0.0608100626252179","5.6"
"X3526.038646","62.429401","79.303677","74.306187","98.482747","94.443898","93.1334","51.034205","47.03789","82.294606","0.0330784294058109","6.34558075341055","0.0608100626252179","5.6"
"X3527.474915","62.870646","79.624189","74.627317","98.490444","94.487591","93.155505","51.429294","47.428587","82.385081","0.0330568402784748","6.34761481579073","0.0608100626252179","5.6"
"X3528.911183","63.318938","79.947711","74.958499","98.497602","94.523574","93.177103","51.820199","47.812689","82.478717","0.0330671217195597","6.3466459086259","0.0608100626252179","5.6"
"X3530.347451","63.782908","80.255942","75.294971","98.507792","94.557223","93.199748","52.226863","48.212129","82.581025","0.0330585681841984","6.34745195253072","0.0608100626252179","5.6"
"X3531.78372","64.227566","80.533348","75.636794","98.52472","94.591373","93.225343","52.632689","48.613504","82.685284","0.033026057692111","6.35051812333687","0.0608100626252179","5.6"
"X3533.219988","64.669868","80.8087","75.99868","98.545106","94.621384","93.255621","53.037182","49.011976","82.796021","0.0330293980083232","6.35020290172494","0.0608100626252179","5.6"
"X3534.656256","65.111438","81.088223","76.355982","98.562652","94.647449","93.286768","53.43659","49.407983","82.907913","0.0330492872021778","6.34832686211112","0.0608100626252179","5.6"
"X3536.092524","65.535175","81.364246","76.680999","98.572486","94.673691","93.317115","53.825023","49.800481","83.013257","0.033047791494825","6.34846789170951","0.0608100626252179","5.6"
"X3537.528793","65.949714","81.643685","76.998024","98.579873","94.701247","93.353091","54.210624","50.193873","83.119392","0.0330484389244739","6.34840684480376","0.0608100626252179","5.6"
"X3538.965061","66.359067","81.924079","77.301919","98.588136","94.727674","93.391189","54.601595","50.59365","83.220458","0.0330126282438729","6.35178587330783","0.0608100626252179","5.6"
"X3540.401329","66.769192","82.197897","77.587146","98.594676","94.755443","93.426293","54.991555","50.991616","83.308846","0.0328980578150567","6.36262943872007","0.0608100626252179","5.6"
"X3541.837598","67.182912","82.467419","77.874321","98.59983","94.78516","93.462927","55.393162","51.401032","83.397916","0.0327555361807868","6.37618894392844","0.0608100626252179","5.6"
"X3543.273866","67.580861","82.730178","78.156446","98.605039","94.810017","93.498619","55.795569","51.811299","83.486723","0.0326247196413541","6.38870424777737","0.0608100626252179","5.6"
"X3544.710134","67.981605","82.996654","78.443759","98.611551","94.834569","93.53294","56.201328","52.223009","83.573973","0.0324860784974549","6.40204137998282","0.0608100626252179","5.6"
"X3546.146402","68.371905","83.275711","78.741643","98.617467","94.864878","93.571092","56.606719","52.633138","83.664039","0.0323803177874226","6.41226658260514","0.0608100626252179","5.6"
"X3547.582671","68.768327","83.55382","79.013316","98.620934","94.889967","93.604147","57.002608","53.032615","83.751846","0.0322661389247875","6.4233557798355","0.0608100626252179","5.6"
"X3549.018939","69.197332","83.838715","79.308772","98.628441","94.917429","93.639663","57.413321","53.44571","83.847649","0.0321361150046488","6.43604776079263","0.0608100626252179","5.6"
"X3550.455207","69.618166","84.101956","79.599088","98.638004","94.949039","93.674217","57.835516","53.871933","83.945251","0.031967024026167","6.45265597493975","0.0509058323363985","5.95555555555556"
"X3551.891476","70.022404","84.352664","79.882549","98.647589","94.982031","93.708579","58.254731","54.297815","84.038052","0.0317695784353204","6.47219806676014","0.0509058323363985","5.95555555555556"
"X3553.327744","70.421799","84.606509","80.154982","98.654144","95.013345","93.742546","58.677271","54.726854","84.129473","0.0315684488629658","6.4922719850183","0.0509058323363985","5.95555555555556"
"X3554.764012","70.812801","84.854623","80.420548","98.659931","95.043682","93.775507","59.099257","55.154905","84.220324","0.0313651007035851","6.51274144039772","0.0509058323363985","5.95555555555556"
"X3556.20028","71.198587","85.097426","80.681608","98.665001","95.073567","93.80699","59.52554","55.586868","84.310991","0.0311535510021522","6.53422512913801","0.0509058323363985","5.95555555555556"
"X3557.636549","71.576566","85.334094","80.937531","98.669626","95.103935","93.837195","59.951782","56.018636","84.400571","0.0309339354041451","6.55673470041827","0.0509058323363985","5.95555555555556"
"X3559.072817","71.947333","85.564597","81.188824","98.67398","95.13447","93.866802","60.380853","56.453179","84.48993","0.030706109083179","6.58031212564883","0.0509058323363985","5.95555555555556"
"X3560.509085","72.308964","85.788898","81.435155","98.678151","95.164987","93.896365","60.809219","56.886995","84.578587","0.0304734558412212","6.604631021185","0.0509058323363985","5.95555555555556"
"X3561.945354","72.660196","86.007019","81.67481","98.682101","95.195413","93.926101","61.239988","57.323676","84.666955","0.0302355409640637","6.62975726931011","0.0509058323363985","5.95555555555556"
"X3563.381622","72.980833","86.210322","81.89015","98.683234","95.225943","93.957589","61.66067","57.75455","84.746076","0.0299648611645831","6.65866636699333","0.0509058323363985","5.95555555555556"
"X3564.81789","73.323605","86.424144","82.13224","98.688082","95.256669","93.987144","62.092686","58.19178","84.836792","0.0297370932608394","6.68326349484482","0.0509058323363985","5.95555555555556"
"X3566.254158","73.651573","86.632041","82.367848","98.692158","95.287874","94.018443","62.519862","58.624562","84.926262","0.029511748800906","6.70784736845251","0.0509058323363985","5.95555555555556"
"X3567.690427","73.995541","86.833747","82.597244","98.698565","95.318845","94.048742","62.944309","59.056125","85.015065","0.0292412579438984","6.7376890914354","0.0509058323363985","5.95555555555556"
"X3569.126695","74.341653","87.042106","82.84584","98.707595","95.354143","94.083573","63.373853","59.495058","85.106769","0.0289698522664678","6.76800397990114","0.0509058323363985","5.95555555555556"
"X3570.562963","74.662451","87.235455","83.062394","98.712067","95.386028","94.114337","63.799691","59.933882","85.191165","0.028677450955962","6.80109065361143","0.0509058323363985","5.95555555555556"
"X3571.999232","74.973759","87.421333","83.267676","98.715852","95.417218","94.143397","64.222912","60.372417","85.271318","0.0283625165476917","6.83723396550904","0.0509058323363985","5.95555555555556"
"X3573.4355","75.278345","87.601732","83.467695","98.719814","95.447917","94.17209","64.646346","60.813469","85.350511","0.0280371954403203","6.87513553669057","0.0509058323363985","5.95555555555556"
"X3574.871768","75.576409","87.776521","83.663453","98.72411","95.477728","94.200388","65.066223","61.252161","85.429374","0.0277108799566797","6.91374664070882","0.0509058323363985","5.95555555555556"
"X3576.308036","75.86957","87.94634","83.855172","98.728458","95.507362","94.227848","65.488012","61.694091","85.508546","0.0273792082276632","6.95361778085158","0.0509058323363985","5.95555555555556"
"X3577.744305","76.15372","88.109965","84.040587","98.73249","95.537538","94.254633","65.90688","62.134456","85.586214","0.027040690145869","6.99498156635271","0.0509058323363985","5.95555555555556"
"X3579.180573","76.4309","88.268446","84.221135","98.735883","95.568316","94.282051","66.326312","62.577407","85.663145","0.0266911646277845","7.03842118144248","0.0509058323363985","5.95555555555556"
"X3580.616841","76.699076","88.421868","84.395435","98.73866","95.599022","94.310845","66.743167","63.019886","85.738913","0.0263345710984229","7.08352791372562","0.0509058323363985","5.95555555555556"
"X3582.05311","76.958396","88.570255","84.562084","98.740668","95.629088","94.340964","67.160451","63.464927","85.81378","0.0259694937488719","7.13055938867551","0.0509058323363985","5.95555555555556"
"X3583.489378","77.209347","88.713656","84.721644","98.741684","95.658912","94.371992","67.574577","63.909735","85.886503","0.0255920727472951","7.18011695664443","0.0509058323363985","5.95555555555556"
"X3584.925646","77.487609","88.870068","84.90717","98.746394","95.688601","94.400909","68.002261","64.36383","85.971929","0.0252537849487411","7.22537150060398","0.0509058323363985","5.95555555555556"
"X3586.361914","77.74304","89.016524","85.070935","98.748475","95.718712","94.432534","68.422521","64.81425","86.051195","0.0248935426056289","7.27446032702083","0.0509058323363985","5.95555555555556"
"X3587.798183","77.995801","89.162931","85.233633","98.750142","95.748571","94.464874","68.844498","65.26767","86.132891","0.0245429423621213","7.32315335200148","0.0509058323363985","5.95555555555556"
"X3589.234451","78.242603","89.307104","85.390441","98.751026","95.776905","94.494906","69.266134","65.721786","86.213827","0.0241964952843551","7.37218926390812","0.0509058323363985","5.95555555555556"
"X3590.670719","78.484491","89.44741","85.536708","98.751005","95.803978","94.521096","69.691517","66.180981","86.291571","0.0238318809666878","7.42481798531974","0.0509058323363985","5.95555555555556"
"X3592.106988","78.722043","89.584736","85.676325","98.75129","95.83081","94.544903","70.118879","66.642709","86.36615","0.0234484815313205","7.48132883985528","0.0509058323363985","5.95555555555556"
"X3593.543256","78.957442","89.721632","85.815204","98.753054","95.85785","94.568955","70.549135","67.106928","86.440669","0.023059219791429","7.53997834112277","0.0509058323363985","5.95555555555556"
"X3594.979524","79.186125","89.846168","85.954352","98.7563","95.88243","94.590807","70.977668","67.574067","86.511652","0.0226421742842861","7.60429689385471","0.0509058323363985","5.95555555555556"
"X3596.415792","79.420049","89.986823","86.086196","98.759682","95.91061","94.616457","71.413625","68.04079","86.589396","0.0222609900754848","7.66448193025277","0.0509058323363985","5.95555555555556"
"X3597.852061","79.646993","90.122723","86.214362","98.76333","95.938425","94.640978","71.849526","68.507354","86.665001","0.0218717628022101","7.7273716148631","0.0509058323363985","5.95555555555556"
"X3599.288329","79.86899","90.254675","86.341968","98.767485","95.96657","94.665345","72.288174","68.978437","86.739727","0.0214712398005343","7.79366365145316","0.0509058323363985","5.95555555555556"
"X3600.724597","80.083619","90.381137","86.467065","98.772347","95.994663","94.689652","72.726137","69.45024","86.812743","0.021061023733951","7.86329138852343","0.0509058323363985","5.95555555555556"
"X3602.160866","80.292694","90.501863","86.589019","98.777671","96.022346","94.713159","73.165777","69.925672","86.884198","0.0206365796446589","7.93726367214324","0.0509058323363985","5.95555555555556"
"X3603.597134","80.496841","90.61714","86.707374","98.783408","96.049726","94.735219","73.605389","70.40253","86.954269","0.0202019908614275","8.01513602572274","0.0509058323363985","5.95555555555556"
"X3605.033402","80.696758","90.726705","86.820262","98.789286","96.076966","94.755683","74.046738","70.882316","87.022859","0.0197525660314514","8.09805179346845","0.0509058323363985","5.95555555555556"
"X3606.469671","80.893474","90.831019","86.928703","98.794837","96.103998","94.775112","74.487935","71.362592","87.089671","0.0192879150129714","8.18646393454692","0.0509058323363985","5.95555555555556"
"X3607.905939","81.088113","90.933597","87.042405","98.800663","96.131228","94.79551","74.931258","71.845998","87.158114","0.0188268371727559","8.27704895782447","0.0509058323363985","5.95555555555556"
"X3609.342207","81.279794","91.034065","87.163024","98.806648","96.157873","94.816581","75.373409","72.329855","87.227794","0.0183743908867805","8.36886050328207","0.0509058323363985","5.95555555555556"
"X3610.778475","81.467498","91.128138","87.281825","98.811906","96.183679","94.836409","75.817527","72.818473","87.295166","0.0179013607296827","8.46812910191868","0.0509058323363985","5.95555555555556"
"X3612.214744","81.647339","91.215426","87.395026","98.816682","96.208887","94.855591","76.260877","73.308383","87.357966","0.0174045701134137","8.57622131620762","0.0389902195744872","6.48888888888889"
"X3613.651012","81.824268","91.298986","87.508432","98.821592","96.233481","94.876125","76.705403","73.801294","87.419336","0.0168925718583218","8.69201408085872","0.0389902195744872","6.48888888888889"
"X3615.08728","81.999274","91.378133","87.622981","98.826252","96.256692","94.897611","77.14918","74.295668","87.480011","0.0163705640658318","8.81499041012592","0.0389902195744872","6.48888888888889"
"X3616.523549","82.180946","91.473403","87.733107","98.829579","96.282562","94.923371","77.598454","74.788167","87.547643","0.0158944140805117","8.9318123239217","0.0389902195744872","6.48888888888889"
"X3617.959817","82.355712","91.557003","87.844497","98.832197","96.305753","94.945736","78.045935","75.28366","87.611726","0.0154001145493025","9.05812933129073","0.0389902195744872","6.48888888888889"
"X3619.396085","82.529216","91.639883","87.955934","98.834417","96.329368","94.967508","78.495472","75.782797","87.676772","0.0149110667090881","9.18853990866991","0.0389902195744872","6.48888888888889"
"X3620.832353","82.700986","91.721755","88.06713","98.836799","96.353426","94.989009","78.94488","76.282206","87.741919","0.014427068436885","9.32334359261821","0.0389902195744872","6.48888888888889"
"X3622.268622","82.873674","91.802477","88.177943","98.839711","96.376875","95.009827","79.397146","76.785172","87.807335","0.013942150851717","9.46458993777086","0.0389902195744872","6.48888888888889"
"X3623.70489","83.044227","91.879736","88.283211","98.843116","96.398923","95.02902","79.84977","77.28834","87.870824","0.0134533929034437","9.613743036716","0.0389902195744872","6.48888888888889"
"X3625.141158","83.214468","91.954933","88.384118","98.847015","96.420405","95.047263","80.303652","77.793357","87.932521","0.0129577041034875","9.77257814918873","0.0389902195744872","6.48888888888889"
"X3626.577427","83.386125","92.032365","88.487019","98.8523","96.441805","95.066283","80.757375","78.298582","87.994517","0.0124731366347438","9.93588148797125","0.0389902195744872","6.48888888888889"
"X3628.013695","83.55665","92.114604","88.5957","98.859571","96.463586","95.087632","81.210088","78.803793","88.059857","0.0120261314797274","10.094209110302","0.0389902195744872","6.48888888888889"
"X3629.449963","83.724975","92.201455","88.710737","98.868394","96.486341","95.111575","81.659915","79.307551","88.128071","0.0116186753489149","10.2455211100539","0.0389902195744872","6.48888888888889"
"X3630.886231","83.876908","92.283918","88.798134","98.874034","96.512314","95.132623","82.091895","79.798677","88.192057","0.0112352246157064","10.3945255488499","0.0389902195744872","6.48888888888889"
"X3632.3225","84.040252","92.367815","88.915406","98.888084","96.534584","95.157242","82.543318","80.305397","88.256131","0.0108437471674352","10.5538120927758","0.0389902195744872","6.48888888888889"
"X3633.758768","84.196968","92.44309","89.014511","98.901597","96.556803","95.17962","82.989576","80.808768","88.314291","0.0104393094945247","10.7266321958285","0.0389902195744872","6.48888888888889"
"X3635.195036","84.350343","92.51453","89.104533","98.915072","96.579157","95.201263","83.428101","81.304916","88.369835","0.0100469355854267","10.9030488519316","0.0389902195744872","6.48888888888889"
"X3636.631305","84.503889","92.583613","89.190526","98.928286","96.601406","95.221276","83.86031","81.79535","88.424655","0.009674898302333","11.0790208419638","0.0389902195744872","6.48888888888889"
"X3638.067573","84.655601","92.6478","89.269448","98.94053","96.623855","95.238626","84.284791","82.277653","88.477916","0.00932153196562541","11.2547243523466","0.0389902195744872","6.48888888888889"
"X3639.503841","84.804522","92.70829","89.342702","98.951913","96.647126","95.254381","84.702423","82.752542","88.529853","0.0089922726923061","11.4266257362659","0.0389902195744872","6.48888888888889"
"X3640.940109","84.952225","92.766542","89.412466","98.962615","96.670788","95.269256","85.11229","83.218747","88.57991","0.00868776139584279","11.5932478922352","0.0509058323363985","5.95555555555556"
"X3642.376378","85.098293","92.819986","89.477448","98.972484","96.693858","95.283302","85.515848","83.678091","88.627515","0.00840057136190313","11.7576876072793","0.0509058323363985","5.95555555555556"
"X3643.812646","85.240736","92.868638","89.539005","98.981523","96.715788","95.29647","85.911123","84.12805","88.672204","0.00813979108310865","11.913634727814","0.0509058323363985","5.95555555555556"
"X3645.248914","85.382801","92.916618","89.60169","98.98992","96.737117","95.309531","86.30023","84.571188","88.716824","0.00791939610531901","12.0507184931686","0.0509058323363985","5.95555555555556"
"X3646.685183","85.521935","92.966193","89.664131","98.99749","96.758525","95.322629","86.680935","85.005387","88.76212","0.00775655713581649","12.1553134378233","0.0509058323363985","5.95555555555556"
"X3648.121451","85.656278","93.019129","89.727888","99.003703","96.780694","95.336521","87.052921","85.430941","88.808932","0.00766485269931053","12.2155147834412","0.0509058323363985","5.95555555555556"
"X3649.557719","85.786859","93.077252","89.800721","99.009498","96.803927","95.352499","87.415419","85.847317","88.858595","0.00765509923308215","12.2219741391286","0.0608100626252179","5.6"
"X3650.993987","85.909035","93.133676","89.866214","99.014838","96.826827","95.367952","87.764952","86.252443","88.906664","0.00770578613240731","12.1885251364311","0.0608100626252179","5.6"
"X3652.430256","86.042191","93.188964","89.956949","99.026646","96.844022","95.385391","88.128971","86.668035","88.952469","0.00780756649503953","12.1222364425024","0.0608100626252179","5.6"
"X3653.866524","86.151187","93.229543","90.000098","99.03132","96.864081","95.398997","88.44922","87.050113","88.982334","0.00789327133047132","12.0673049255384","0.0608100626252179","5.6"
"X3655.302792","86.269867","93.277113","90.075832","99.040072","96.877189","95.409399","88.799928","87.446491","89.024222","0.00816067316579148","11.9009031896365","0.0608100626252179","5.6"
"X3656.739061","86.388366","93.32536","90.158577","99.049373","96.889215","95.419023","89.145555","87.840485","89.067267","0.00853352161245324","11.6806456841207","0.0608100626252179","5.6"
"X3658.175329","86.499637","93.370444","90.23855","99.058013","96.900746","95.42652","89.472966","88.219801","89.106985","0.00899880014528529","11.4231366822464","0.0608100626252179","5.6"
"X3659.611597","86.603512","93.41335","90.315471","99.065657","96.912077","95.432268","89.782064","88.585575","89.14316","0.00956552837779175","11.1324763241542","0.0608100626252179","5.6"
"X3661.047865","86.700884","93.452322","90.385411","99.072254","96.923427","95.436744","90.071538","88.936467","89.174235","0.0102127731425555","10.8273840826768","0.0608100626252179","5.6"
"X3662.484134","86.793463","93.487831","90.448895","99.078184","96.935285","95.441095","90.342701","89.274281","89.201525","0.0109347522579774","10.5161065084637","0.0608100626252179","5.6"
"X3663.920402","86.882525","93.521501","90.509077","99.08371","96.946817","95.44543","90.59535","89.598457","89.225347","0.0117395658401669","10.199898024849","0.0664629179866731","5.42222222222222"
"X3665.35667","86.96697","93.552257","90.563727","99.088115","96.957569","95.449284","90.831012","89.910708","89.245325","0.0126295819077654","9.88224625425497","0.0664629179866731","5.42222222222222"
"X3666.792939","87.045176","93.5825","90.613623","99.090833","96.968702","95.453356","91.047937","90.208663","89.261706","0.0136134457248031","9.56411491664242","0.0664629179866731","5.42222222222222"
"X3668.229207","87.120897","93.616215","90.668553","99.09253","96.980714","95.459332","91.248721","90.494749","89.277834","0.014717510557745","9.24173956817554","0.0664629179866731","5.42222222222222"
"X3669.665475","87.190748","93.650359","90.725515","99.093836","96.992975","95.467331","91.431606","90.766424","89.293083","0.0159183219643155","8.925835828905","0.0664629179866731","5.42222222222222"
"X3671.101743","87.252541","93.680783","90.774783","99.09436","97.005088","95.476475","91.596762","91.023716","89.305422","0.0171678300398349","8.62918964742426","0.0664629179866731","5.42222222222222"
"X3672.538012","87.307842","93.705871","90.8141","99.093758","97.016432","95.485373","91.746706","91.250174","89.310637","0.0183920064859551","8.3652297001894","0.0664629179866731","5.42222222222222"
